query,video_id,text,likes,pos,neg,neu,compound,sentiment,teams,cities
Brazil World Cup 2026,I9WZ6iyTaEM,"bro screaming ""mamaaaaa"" from jail😂😂😂😂",4,0.367,0.246,0.386,0.8402,Positive,[],[]
Brazil World Cup 2026,I9WZ6iyTaEM,"Amo o brasil💚💙💛quem é brasileiro clica aqui
👇",1779,0.359,0.0,0.641,0.8555,Positive,['Brazil'],[]
Brazil World Cup 2026,I9WZ6iyTaEM,Quem ficou triste que o Brasil perdeu  para Croácia clica no.                                       👇,3028,0.0,0.0,1.0,0.0,Neutral,['Brazil'],[]
Brazil World Cup 2026,I9WZ6iyTaEM,"🇧🇷 a Coreia fez um bom trabalho, esse jogo foi muito respeitoso e legal de se assistir, parabéns, vocês deram o seu melhor!",3446,0.075,0.0,0.925,0.2003,Positive,[],[]
Brazil World Cup 2026,I9WZ6iyTaEM,Neymar smile at mama boy after the news🗣️🔥🔥💀✊🏻,4,0.112,0.215,0.673,-0.3182,Negative,['Brazil'],[]
Brazil World Cup 2026,I9WZ6iyTaEM,Brazilians showed him levels 😂😂,1257,0.355,0.178,0.467,0.7003,Positive,['Brazil'],[]
Brazil World Cup 2026,I9WZ6iyTaEM,Still being in prison is just like having a volcano erupting right to your face💀💀,16,0.12,0.159,0.721,-0.2023,Negative,[],[]
Brazil World Cup 2026,I9WZ6iyTaEM,Bro is going to watch the next world cup in jail💀💀,2408,0.0,0.0,1.0,0.0,Neutral,[],[]
Brazil World Cup 2026,I9WZ6iyTaEM,This guy is arrested but respect to you for showing some football content,0,0.241,0.119,0.64,0.4767,Positive,[],[]
Brazil World Cup 2026,I9WZ6iyTaEM,"2020: Mama im famous!
2023: Mama im a criminal!
2033: Mama im back 👿",16,0.0,0.327,0.673,-0.8065,Negative,[],[]
Brazil World Cup 2026,I9WZ6iyTaEM,Foi um bom jogo,55,0.0,0.0,1.0,0.0,Neutral,[],[]
Brazil World Cup 2026,I9WZ6iyTaEM,"This took ""dont celebrated early"" to a whole new level 💀",261,0.0,0.231,0.769,-0.4585,Negative,[],[]
Brazil World Cup 2026,I9WZ6iyTaEM,NEYMAR JR💀💀☠,1,0.0,0.0,1.0,0.0,Neutral,['Brazil'],[]
Brazil World Cup 2026,I9WZ6iyTaEM,"It’s not about who wins, it’s about the happy memories you make :)",22,0.34,0.152,0.508,0.5722,Positive,[],[]
Brazil World Cup 2026,I9WZ6iyTaEM,"Bros saying “mama!!” Behind bars 💀

edit: omg i started a war and thanks for the likes!!",476,0.277,0.157,0.565,0.453,Positive,[],[]
Brazil World Cup 2026,I9WZ6iyTaEM,NEYMAR BE LIKE : 🗿 don't sad lets dance,536,0.453,0.0,0.547,0.6991,Positive,['Brazil'],[]
Brazil World Cup 2026,I9WZ6iyTaEM,"""look who we are,a criminal💀""",1,0.0,0.405,0.595,-0.5267,Negative,[],[]
Brazil World Cup 2026,I9WZ6iyTaEM,Nah this should be the only video where he’s not happy at the beginning like you already know who’s winning.,40,0.224,0.167,0.608,0.3616,Positive,[],[]
Brazil World Cup 2026,I9WZ6iyTaEM,Paqueta the terminator 💀☠️,475,0.0,0.0,1.0,0.0,Neutral,[],[]
Brazil World Cup 2026,I9WZ6iyTaEM,I really like your World Cup videos keep doing them,14,0.237,0.0,0.763,0.4201,Positive,[],[]
Brazil World Cup 2026,I9WZ6iyTaEM,But they played with great sportsmanship and I really support them and love them. 🇰🇷🇰🇷 ✌ 🇲🇦🇲🇦,3,0.637,0.0,0.363,0.9772,Positive,[],[]
Brazil World Cup 2026,I9WZ6iyTaEM,한국인 축하합니다 최선을 다하길 바랍니다 저는 브라질 사람이지만 우리는 당신을 존경하는 것과 같은 방식으로 친구입니다 당신의 비디오를 사랑합니다,34,0.0,0.0,1.0,0.0,Neutral,[],[]
Brazil World Cup 2026,I9WZ6iyTaEM,A Coreia fez um bom trabalho nesse dia,42,0.0,0.0,1.0,0.0,Neutral,[],[]
Brazil World Cup 2026,I9WZ6iyTaEM,"Who is watching after knowing the news and in 2025
Btw i was watching this and crying bc i love korea😂",1,0.229,0.143,0.629,0.6124,Positive,[],[]
Brazil World Cup 2026,I9WZ6iyTaEM,Richarlison e Son no vestiário simplesmente incrível,49,0.0,0.268,0.732,-0.296,Negative,[],[]
Brazil World Cup 2026,I9WZ6iyTaEM,질게 뻔했지만 1골이라도 넣은게 너무 자랑스럽네요..,14,0.0,0.0,1.0,0.0,Neutral,[],[]
Brazil World Cup 2026,I9WZ6iyTaEM,AE vai Brazil 🇧🇷 que pena que ele sai da copa desse ano mas daqui a 4 anos ele joga de novo,41,0.0,0.0,1.0,0.0,Neutral,['Brazil'],[]
Brazil World Cup 2026,I9WZ6iyTaEM,Pro Brasil foi ez 😂😂,1,0.441,0.166,0.393,0.8074,Positive,['Brazil'],[]
Brazil World Cup 2026,I9WZ6iyTaEM,"People who dont know: 😊
People who know: 💀🤫☠️",874,0.14,0.115,0.745,0.1331,Positive,[],[]
Brazil World Cup 2026,I9WZ6iyTaEM,Paqueta is still haunting all the Koreans☠️,509,0.0,0.189,0.811,-0.2732,Negative,[],[]
Brazil World Cup 2026,I9WZ6iyTaEM,나는 브라질에서 왔지만 당신의 1호 팬입니다. 당신을 너무 사랑한다는 것을 알고 있습니다.,39,0.0,0.0,1.0,0.0,Neutral,[],[]
Brazil World Cup 2026,I9WZ6iyTaEM,Aqui é brasil 🇧🇷👍,1,0.0,0.0,1.0,0.0,Neutral,['Brazil'],[]
Brazil World Cup 2026,I9WZ6iyTaEM,POV: *most of the Brazilian ppl in this chat is talking positive about korea lol* 💜💜💜,54,0.543,0.0,0.457,0.9638,Positive,['Brazil'],[]
Brazil World Cup 2026,I9WZ6iyTaEM,Vous avez très bien joué j'ai regardé tous les matchs et je trouve que vous avez vraiment le niveau . Vous êtes jusqu'à la huitième de final félicitations !! ✨,15,0.09,0.0,0.91,0.4374,Positive,[],['Los Angeles']
Brazil World Cup 2026,I9WZ6iyTaEM,Bro's is gonna watch next wolrd cup in prison 💀,21,0.0,0.268,0.732,-0.5106,Negative,[],[]
Brazil World Cup 2026,I9WZ6iyTaEM,Bro Is Gonna Watch The 2026 World Cup Final While Dropping The Soap In Jail💀,0,0.0,0.0,1.0,0.0,Neutral,[],[]
Brazil World Cup 2026,I9WZ6iyTaEM,"People who dont know : 😂😊
People who know : 💀☠️",414,0.319,0.062,0.619,0.836,Positive,[],[]
Brazil World Cup 2026,I9WZ6iyTaEM,"One goal was good, Lee Kang-in, Hwang Hi-chan, Son Heung-min, everyone did well!",190,0.325,0.0,0.675,0.6476,Positive,[],[]
Brazil World Cup 2026,I9WZ6iyTaEM,Gente o q vai acontecer se os coreanos nos ver na Coreia do Sul?r:a cobra vai fumar,49,0.0,0.0,1.0,0.0,Neutral,[],[]
Brazil World Cup 2026,I9WZ6iyTaEM,He is innocent let's all welcome our fav youtuber not by teasing,1,0.546,0.0,0.454,0.8235,Positive,[],[]
Brazil World Cup 2026,I9WZ6iyTaEM,"In video's : 🙂
In realty : ☠️",220,0.197,0.0,0.803,0.4033,Positive,[],[]
Brazil World Cup 2026,I9WZ6iyTaEM,The way he said “Mamaaaa”😂,96,0.277,0.139,0.584,0.4404,Positive,[],[]
Brazil World Cup 2026,I9WZ6iyTaEM,"Os coreanos são gente boa, fiquei triste por eles, mas eu nunca vou deixar de torcer pro meu BRASIL",394,0.0,0.0,1.0,0.0,Neutral,['Brazil'],[]
Brazil World Cup 2026,I9WZ6iyTaEM,Who is watching in 2024 well i am,191,0.231,0.0,0.769,0.2732,Positive,[],[]
Brazil World Cup 2026,I9WZ6iyTaEM,"congratulations for korea, played a lot! Brazil loves you",162,0.632,0.0,0.368,0.8832,Positive,['Brazil'],[]
Brazil World Cup 2026,I9WZ6iyTaEM,"A Coreia foi uma das seleções mais educadas, foi um bom jogo apesar de ter sido uma goleada",206,0.0,0.0,1.0,0.0,Neutral,[],[]
Brazil World Cup 2026,X7158uQk1yI,"Who is watching in 2025?

Edit: Glad I’m not the only one 🙂",5284,0.305,0.0,0.695,0.6915,Positive,[],[]
Brazil World Cup 2026,X7158uQk1yI,"It's mind blowing to see all the legends in this game. Henry, Dinho, Zidane, Ribery, Ronaldo, Malouda, Saha, Vieira, Cafu, Carlos, Kaka, Robinho, Gallas, Abidal !!!",4219,0.0,0.0,1.0,0.0,Neutral,[],[]
Brazil World Cup 2026,X7158uQk1yI,This was golden age of football,146,0.0,0.0,1.0,0.0,Neutral,[],[]
Brazil World Cup 2026,X7158uQk1yI,This Brazil squad was stacked with legends. Zidane destroyed Brazil's whole midfield. One of the best individual performance I've seen.,2359,0.165,0.126,0.709,0.25,Positive,['Brazil'],[]
Brazil World Cup 2026,X7158uQk1yI,The fact that these legends were once on the pitch at the same time 😢,796,0.0,0.171,0.829,-0.4767,Negative,[],[]
Brazil World Cup 2026,X7158uQk1yI,Who's watching in March 2026,181,0.0,0.0,1.0,0.0,Neutral,[],[]
Brazil World Cup 2026,X7158uQk1yI,The smiles and laughs in those seconds just before kickoff...there were so many club teammates playing against each other in this game that it's almost unbelievable. An epic matchup.,984,0.278,0.0,0.722,0.8228,Positive,[],[]
Brazil World Cup 2026,X7158uQk1yI,"Juninho , Ronaldinho and Roberto Carlos standing to take free kick …. Legendary",767,0.216,0.0,0.784,0.5106,Positive,[],[]
Brazil World Cup 2026,X7158uQk1yI,These are the Videos we pay our Internet Bills for....,198,0.0,0.135,0.865,-0.1027,Negative,[],[]
Brazil World Cup 2026,X7158uQk1yI,The 30 years between 1985 and 2015 are the Mout Everest of Football History. Football History's peak. And 05/06 was the peak of the peak.,221,0.0,0.0,1.0,0.0,Neutral,[],[]
Brazil World Cup 2026,X7158uQk1yI,"That point just before the goal is a lovely bit of commentary: ""most of us do it in our dreams; he actually does it in reality.""",240,0.213,0.0,0.787,0.7579,Positive,[],[]
Brazil World Cup 2026,X7158uQk1yI,That Day Zizou showed the world who the greatest Midfielder of all time is🐐,12,0.231,0.0,0.769,0.6369,Positive,[],[]
Brazil World Cup 2026,X7158uQk1yI,Zidane saved his honour with this match.And after this match Brazil would be never the same old Brazil.,278,0.289,0.0,0.711,0.7579,Positive,['Brazil'],[]
Brazil World Cup 2026,X7158uQk1yI,To be honest all 22 players on the pitch are legends,410,0.248,0.0,0.752,0.5106,Positive,[],[]
Brazil World Cup 2026,X7158uQk1yI,"What a defensive game by France, Abidal and Vieira were on fire 🔥🔥",21,0.06,0.393,0.546,-0.7269,Negative,[],[]
Brazil World Cup 2026,X7158uQk1yI,"Kaka 
Zidane
Ronaldinho
Ronaldo
Henry
Cafu
Roberto Carlos
Ribery
Lucio
Malouda
Juninho
Abidal

All playing at the same time.  WOW 🔥🔥",565,0.217,0.165,0.618,0.368,Positive,[],[]
Brazil World Cup 2026,X7158uQk1yI,Ribery was the most underrated player on that field. Absolute legend of FC Bayern München.,126,0.0,0.0,1.0,0.0,Neutral,[],[]
Brazil World Cup 2026,X7158uQk1yI,0% hair 100% talent,63,0.483,0.0,0.517,0.4215,Positive,[],[]
Brazil World Cup 2026,X7158uQk1yI,1:30 those smiles at the beginning are legendary,215,0.307,0.0,0.693,0.4767,Positive,[],[]
Brazil World Cup 2026,X7158uQk1yI,"I Still Remember This Match Until Now,Zinedine Zidane Was A Brilliant 🏆⚽️🇨🇵",334,0.226,0.0,0.774,0.5859,Positive,[],[]
Brazil World Cup 2026,X7158uQk1yI,Zidane and the double-pivot of France Makelele and vierra won them the game,10,0.236,0.0,0.764,0.5719,Positive,[],[]
Brazil World Cup 2026,X7158uQk1yI,"After this game, brazil was never the same again. Zidane really broke them considering the fact that he did it in 1998 too.",205,0.0,0.123,0.877,-0.4754,Negative,['Brazil'],[]
Brazil World Cup 2026,X7158uQk1yI,When football was at its peak! Miss the days with world-class players all over. What an era 🔥,191,0.0,0.212,0.788,-0.5093,Negative,[],[]
Brazil World Cup 2026,X7158uQk1yI,We rightfully mention Zidane's performance but Viera's work in the midfield is outstanding,7,0.314,0.0,0.686,0.7579,Positive,[],[]
Brazil World Cup 2026,X7158uQk1yI,"Zidane was amazing, but so was Lucio! Class defensive performance. Roberto Carlos went to sleep during the freekick. Cafu was past his prime and not offering anything on that wing. Vieira and Makelele had the midfield on lock so much so that Kaka and Ronaldinho couldn't get involved.",153,0.077,0.0,0.923,0.4295,Positive,[],[]
Brazil World Cup 2026,X7158uQk1yI,I have never seen a single player dominate a midfield like Zidane did that day,83,0.147,0.088,0.765,0.25,Positive,[],[]
Brazil World Cup 2026,X7158uQk1yI,"the smile between zidane and ronaldo at the begenning of the game it's legendary, i was young during this game, at 36 ya now i watch this with so much nostalgia",5,0.077,0.0,0.923,0.3612,Positive,[],[]
Brazil World Cup 2026,X7158uQk1yI,One of the best match this one. And 2006 final emotional moment in world cup history,32,0.293,0.0,0.707,0.7003,Positive,[],[]
Brazil World Cup 2026,X7158uQk1yI,The players now look miserable and scared. Look how relaxed and smiles on their faces with boyish excitement the majical legends had,56,0.291,0.187,0.521,0.5267,Positive,[],[]
Brazil World Cup 2026,X7158uQk1yI,"What I like about this game is that despite not a single shot on target for the first 30 minutes, it was still entertaining. Not just the skills of the players (mostly Zizou) but also the duels. I neve realized how much I like the aggressive defending stlye until being bored of today`s game. Watching these defenders making actual takles feels satisfying. Football was stylish, it was enteraining, it was aggressive, it had passion.",4,0.187,0.073,0.74,0.8735,Positive,[],[]
Brazil World Cup 2026,X7158uQk1yI,"The best live football i have ever watched, it was basically Zidane vs Brazil.",49,0.244,0.0,0.756,0.6369,Positive,['Brazil'],[]
Brazil World Cup 2026,X7158uQk1yI,Zidane was unreal. Godly performance that has to be remembered.,208,0.0,0.0,1.0,0.0,Neutral,[],[]
Brazil World Cup 2026,X7158uQk1yI,Who's watching in 2026,164,0.0,0.0,1.0,0.0,Neutral,[],[]
Brazil World Cup 2026,X7158uQk1yI,"The match that forever demystified Brazil, with just one man running the show for 90mins in Zidane!!!!",202,0.0,0.0,1.0,0.0,Neutral,['Brazil'],[]
Brazil World Cup 2026,X7158uQk1yI,"The star studded team Brazil, tamed by the legendary Zidane!😁😁😁",33,0.297,0.0,0.703,0.8516,Positive,['Brazil'],[]
Brazil World Cup 2026,X7158uQk1yI,"Many will talk about Zidane's virtuoso performance in this game, but for me, Patrick Vieira was absolutely outstanding! Virtually faultless! Look at the way he was powering past Ronaldinho and Gilberto Silva.",9,0.308,0.0,0.692,0.9315,Positive,[],[]
Brazil World Cup 2026,X7158uQk1yI,"Ill be honest, I didn’t get to experience this era of football and it’s only thing that makes me wish I was born earlier",15,0.201,0.094,0.705,0.4939,Positive,[],[]
Brazil World Cup 2026,X7158uQk1yI,I was mad but I respected Zidane that day in 2006,14,0.272,0.138,0.59,0.4678,Positive,[],[]
Brazil World Cup 2026,X7158uQk1yI,Brazil had the better names on the field but their coach had no plan at all,7,0.104,0.149,0.747,-0.2144,Negative,['Brazil'],[]
Brazil World Cup 2026,X7158uQk1yI,"The lineup here was sick mann,frm Zidane to Ronaldinho, frm Henry to Kaka simply amazing",52,0.189,0.164,0.647,0.128,Positive,[],[]
Brazil World Cup 2026,X7158uQk1yI,This is one of my fav football matches to rewatch,24,0.25,0.0,0.75,0.4588,Positive,[],[]
Brazil World Cup 2026,X7158uQk1yI,This should have been the final,53,0.0,0.0,1.0,0.0,Neutral,[],[]
Brazil World Cup 2026,X7158uQk1yI,So many super stars on both teams. What a memory for the age if 70s + 80s.,192,0.207,0.0,0.793,0.6344,Positive,[],[]
Brazil World Cup 2026,X7158uQk1yI,"Zidane war unwirklich. Eine göttliche Leistung, die in Erinnerung bleiben muss.",19,0.0,0.464,0.536,-0.8316,Negative,[],[]
Brazil World Cup 2026,X7158uQk1yI,The talent on these teams was just insane. All the guys i grew up watching. The italy team that won also was no joke oddly enough they started the world cup horribly and still won.,3,0.216,0.169,0.615,0.4959,Positive,[],[]
Brazil World Cup 2026,X7158uQk1yI,"1:34 and 1:45 Ronaldinho, Ronaldo, Zidane, Epic moment 🐐🐐🐐🔥🔥🔥",83,0.0,0.396,0.604,-0.7351,Negative,[],[]
Brazil World Cup 2026,X7158uQk1yI,مين جا بعد حلقه محمد عدنان😂😂,26,0.325,0.162,0.513,0.7003,Positive,[],[]
Brazil World Cup 2026,X7158uQk1yI,There’s so much I want to say about this game but I don’t want to be a bore. What a performance by everyone. But I like to watch this game solely to see Zidane’s performance. To me it was breathtaking. He was on legendary mode. Bravo Maestro!!!! 👏🏻🎬,5,0.178,0.04,0.782,0.8248,Positive,[],[]
Brazil World Cup 2026,X7158uQk1yI,Man what incredible quality of players on both teams at all positions...,39,0.0,0.0,1.0,0.0,Neutral,[],[]
Brazil World Cup 2026,X7158uQk1yI,"1:12:00 Unbelievable and effortless. Simple one-two, gestures to Sagnol to make a run, buys him time to make it, finds him with a perfect pass. Nobody ever played quite like this.",94,0.284,0.0,0.716,0.8655,Positive,[],[]
Brazil World Cup 2026,ApjQmxuW5jA,These days France is more Brazil than Brazil. Sad…,15445,0.0,0.0,1.0,0.0,Neutral,['Brazil'],[]
Brazil World Cup 2026,ApjQmxuW5jA,"Bro can swap mbappe ekitike olise and dembélé with doue, cherki, lacroix and thuram 💀",7166,0.0,0.0,1.0,0.0,Neutral,[],[]
Brazil World Cup 2026,ApjQmxuW5jA,Camera work worthy of Sidemen charity game.,4083,0.533,0.0,0.467,0.6908,Positive,[],[]
Brazil World Cup 2026,ApjQmxuW5jA,Bremer is such a baller,30,0.0,0.0,1.0,0.0,Neutral,[],[]
Brazil World Cup 2026,ApjQmxuW5jA,There was zero reason for Brazil to play in blue and for France to play in greenish white,1930,0.231,0.0,0.769,0.5859,Positive,['Brazil'],[]
Brazil World Cup 2026,ApjQmxuW5jA,France' offensive power is off the chart.,7351,0.0,0.333,0.667,-0.4588,Negative,[],[]
Brazil World Cup 2026,ApjQmxuW5jA,Ancelotti saw this and swears neymar can’t walk into this team😂,3026,0.251,0.095,0.653,0.4767,Positive,['Brazil'],[]
Brazil World Cup 2026,ApjQmxuW5jA,"Many people are saying that Brazil is weak, but they forget that this is a new team with players who have never played together before, unlike France, which hasn't changed practically anything – same coach, same players for many games",7,0.0,0.156,0.844,-0.7054,Negative,['Brazil'],[]
Brazil World Cup 2026,ApjQmxuW5jA,olise is so ridiculously good.,4389,0.342,0.335,0.323,0.016,Neutral,[],[]
Brazil World Cup 2026,ApjQmxuW5jA,This France team is scary bro. Their attacking subs could easily be starters. ☠️,432,0.111,0.287,0.602,-0.5859,Negative,[],[]
Brazil World Cup 2026,ApjQmxuW5jA,Brazil is not braziling without Neymar,2809,0.0,0.0,1.0,0.0,Neutral,['Brazil'],[]
Brazil World Cup 2026,ApjQmxuW5jA,"The last Brazilian dream team was the 2002 World cup squad with 4 Ballon D'ors winners in the squad. They won every single match in the tournament. It was like a 100 years of talent all formed into one team. A real life Avengers, sports edition. Great time to watch football!",3,0.291,0.0,0.709,0.9551,Positive,['Brazil'],[]
Brazil World Cup 2026,ApjQmxuW5jA,Brazil are seriously becoming the next Italy.,1758,0.0,0.221,0.779,-0.1779,Negative,['Brazil'],[]
Brazil World Cup 2026,ApjQmxuW5jA,Great game but bad camera angles for wc in my opinion!,2795,0.154,0.304,0.542,-0.5411,Negative,[],[]
Brazil World Cup 2026,ApjQmxuW5jA,"That’s not even hate, it just feels off. The confidence, the flair, the rhythm—we used to expect that from Brazil every single game. Now it’s France doing it effortlessly.",889,0.189,0.0,0.811,0.7429,Positive,['Brazil'],[]
Brazil World Cup 2026,ApjQmxuW5jA,"The best team in recent times vs the best team of all time (France wc winners 2018, finals 2022. Brazil 5 wc)",8,0.377,0.0,0.623,0.91,Positive,['Brazil'],[]
Brazil World Cup 2026,ApjQmxuW5jA,I know Mbappe gets all the headlines but Olise is incredible.,418,0.0,0.0,1.0,0.0,Neutral,[],[]
Brazil World Cup 2026,ApjQmxuW5jA,Mbappe is so good at decelerating. he can sprint full speed and stop immedietly to shoot the ball. amazing player,709,0.268,0.163,0.569,0.6048,Positive,[],[]
Brazil World Cup 2026,ApjQmxuW5jA,That Dembele through ball to Mbappe was the best weighted pass I've seen in a min.,390,0.219,0.0,0.781,0.6369,Positive,[],[]
Brazil World Cup 2026,ApjQmxuW5jA,Olise is a beast,24,0.0,0.0,1.0,0.0,Neutral,[],[]
Brazil World Cup 2026,ApjQmxuW5jA,France’s Depth Is Insane,1376,0.0,0.474,0.526,-0.4019,Negative,[],[]
Brazil World Cup 2026,ApjQmxuW5jA,This French team is by far the deepest team on the planet. They can field 3 world class national teams all from just one nation. This team is unreal.....Allez les bleus. Je veux une 3e étoile,1214,0.0,0.0,1.0,0.0,Neutral,[],[]
Brazil World Cup 2026,ApjQmxuW5jA,The camera quality is SO BAD,334,0.0,0.558,0.442,-0.8087,Negative,[],[]
Brazil World Cup 2026,ApjQmxuW5jA,"The legendary Brazil team of 1970, Pele, Rivelinho, Gerson, Tostao & Co. played mesmerising football. ⚽️ They played the game at walking paces lot of the time. THEY could've walked their way around THIS French team!",2,0.127,0.0,0.873,0.6239,Positive,['Brazil'],[]
Brazil World Cup 2026,ApjQmxuW5jA,Dembele has completely changed his play style. That through pass to Mbappe clearly demonstrated his simple one touch plays become increasingly effective.,251,0.368,0.0,0.632,0.8578,Positive,[],[]
Brazil World Cup 2026,ApjQmxuW5jA,Olisé is definitely right up there to win Ballon dor. The fluidity of his game is insane.,358,0.28,0.116,0.603,0.5859,Positive,[],[]
Brazil World Cup 2026,ApjQmxuW5jA,Endrick Warming The bench Again,1198,0.286,0.0,0.714,0.1531,Positive,[],[]
Brazil World Cup 2026,ApjQmxuW5jA,"Olise, what a talent",6,0.483,0.0,0.517,0.4215,Positive,[],[]
Brazil World Cup 2026,ApjQmxuW5jA,Olise is in top form,70,0.31,0.0,0.69,0.2023,Positive,[],[]
Brazil World Cup 2026,ApjQmxuW5jA,Olise is such a baller 👏,637,0.0,0.0,1.0,0.0,Neutral,[],[]
Brazil World Cup 2026,ApjQmxuW5jA,"as a brazil fan, after i saw the match

Brazil vs France ❌
Honululu vs France ✅",359,0.103,0.0,0.897,0.3182,Positive,['Brazil'],[]
Brazil World Cup 2026,ApjQmxuW5jA,"As a Brazilian-American who grew up in the 90s, I cant remember the last time I saw this much offensive ineptitude from the Selecao. Shooting when you should be crossing, kicking the ball with your off foot, over passing... Just a very indecisive mess in the last third without the creativity and imagination we've seen for 100 years. Incredibly disappointing to watch, especially that second French goal when they are down to 10 men, but somehow are able to go 4 v. 3 on you and finish with as much ",4,0.042,0.117,0.841,-0.8,Negative,"['USMNT', 'Brazil']",[]
Brazil World Cup 2026,ApjQmxuW5jA,From Uzbekistan with love for France. 😊,80,0.56,0.0,0.44,0.8807,Positive,[],[]
Brazil World Cup 2026,ApjQmxuW5jA,"I’m Brazilian and I’ve been watching football for over 3 decades. France now plays more like Brazil than Brazil itself. The French players are classy and beautiful to watch. Mbappe, Dembele, Rabiot, Olise, and many more could easily be given a Brazilian passport. These guys understand Brazilian street football and how to bring it to the professional pitch. Impressive! Allez! Allez! Brasil tá uma merda. Vou torcer pra França😄",6,0.266,0.0,0.734,0.9718,Positive,['Brazil'],[]
Brazil World Cup 2026,ApjQmxuW5jA,Olise so good at CAM,156,0.444,0.0,0.556,0.4927,Positive,[],[]
Brazil World Cup 2026,ApjQmxuW5jA,We missed out on Gabriel vs salina on corners😂,7,0.201,0.217,0.582,0.1779,Positive,[],[]
Brazil World Cup 2026,ApjQmxuW5jA,glad to see ekitike injury turned out to be okay,15,0.333,0.19,0.476,0.2732,Positive,[],[]
Brazil World Cup 2026,ApjQmxuW5jA,3:07 hearing this after finding out Raphinha is injured and they showed him on the camera too is crazy,15,0.0,0.231,0.769,-0.6249,Negative,[],[]
Brazil World Cup 2026,ApjQmxuW5jA,I can sense from here that the TV broadcast of WC26 will be terrible because of how these stadiums are built.,19,0.0,0.134,0.866,-0.4767,Negative,[],[]
Brazil World Cup 2026,ApjQmxuW5jA,Thank you ESPN for not spoiling the result in the title,3,0.2,0.0,0.8,0.3612,Positive,[],[]
Brazil World Cup 2026,ApjQmxuW5jA,"Deschamps going out in a blaze of beautiful, attacking football is unexpected, but welcome. Ridiculous front four'; 3 of the best and most dynamic at their positions currently and the other one is warming up and coming off winning the ballon d'or. A Kante or Pogba in there would be the stuff of dreams",9,0.342,0.069,0.589,0.9716,Positive,[],[]
Brazil World Cup 2026,ApjQmxuW5jA,"Mbappe, Ekitike, Olise, Dembele, Doue, Cherki, Barcola, Muani and Thuram is absolute cheatcode",9,0.0,0.0,1.0,0.0,Neutral,[],[]
Brazil World Cup 2026,ApjQmxuW5jA,Olise is elegant.,79,0.608,0.0,0.392,0.4767,Positive,[],[]
Brazil World Cup 2026,ApjQmxuW5jA,"Brazil just plays different…
the energy, the rhythm, the confidence 🔥",2,0.44,0.143,0.417,0.6124,Positive,['Brazil'],[]
Brazil World Cup 2026,ApjQmxuW5jA,1:33 - Good to see the French respecting the ball,12,0.433,0.0,0.567,0.7269,Positive,[],[]
Brazil World Cup 2026,ApjQmxuW5jA,Watching this Brazil team is like watching Stoke City,262,0.238,0.0,0.762,0.3612,Positive,['Brazil'],[]
Brazil World Cup 2026,ApjQmxuW5jA,Only last 15 min played Gabriel Sara is excellent star of Brazil,7,0.379,0.0,0.621,0.7269,Positive,['Brazil'],[]
Brazil World Cup 2026,ApjQmxuW5jA,Brazil lost there OG BRAZILIAN  football Karizma....Those old days of brazil are now history,3,0.0,0.15,0.85,-0.3182,Negative,['Brazil'],[]
Brazil World Cup 2026,ApjQmxuW5jA,Luis Enrique absolutely battered the French Defence on his side .,8,0.123,0.0,0.877,0.1027,Positive,[],[]
Brazil World Cup 2026,ApjQmxuW5jA,Wow! Beautiful jersey Brasil this year❤,7,0.709,0.0,0.291,0.9215,Positive,['Brazil'],[]
Brazil World Cup 2026,9T1C8WENceI,The way you present is underrated This deserves recognition.,3,0.0,0.0,1.0,0.0,Neutral,[],[]
Brazil World Cup 2026,9T1C8WENceI,neymar went from 😭😭😭 to ✋🤪✋,132,0.215,0.313,0.471,-0.4404,Negative,['Brazil'],[]
Brazil World Cup 2026,9T1C8WENceI,Os vídeos que eu acreditava antigamente,208,0.0,0.0,1.0,0.0,Neutral,[],[]
Brazil World Cup 2026,9T1C8WENceI,"MI BRO: BRO SI VEO FUTBOL 
EL FUTBOL QUE VEE",33,0.0,0.0,1.0,0.0,Neutral,[],[]
Brazil World Cup 2026,9T1C8WENceI,Bro made his own story 😭,42,0.0,0.307,0.693,-0.4767,Negative,[],[]
Brazil World Cup 2026,9T1C8WENceI,Os goleiros mudando de cor de roupa e Eu AcReDiTaNdO,2,0.0,0.0,1.0,0.0,Neutral,[],[]
Brazil World Cup 2026,9T1C8WENceI,Does anyone else notice that it’s a different keeper,14,0.0,0.0,1.0,0.0,Neutral,[],[]
Brazil World Cup 2026,9T1C8WENceI,Yas !!!!!!!!!,1,0.0,0.0,1.0,0.0,Neutral,[],[]
Brazil World Cup 2026,9T1C8WENceI,Ben de çapraz bağı yıtılması olur😢😱💔,5,0.167,0.476,0.357,-0.7783,Negative,[],[]
Brazil World Cup 2026,9T1C8WENceI,O camisa do goleiro mudando de cor me rachei kk😂😂,8,0.349,0.131,0.519,0.8074,Positive,[],[]
Brazil World Cup 2026,9T1C8WENceI,Quién cree esos vídeos pero son viejos recuerdos jajajaa desde chico los veo súper buenos ❤❤❤,1,0.412,0.0,0.588,0.9274,Positive,[],[]
Brazil World Cup 2026,9T1C8WENceI,Neimarrrrrr,1,0.0,0.0,1.0,0.0,Neutral,[],[]
Brazil World Cup 2026,9T1C8WENceI,NEYMER JR ❤❤❤❤❤❤❤❤❤❤,8,0.778,0.0,0.222,0.9928,Positive,[],[]
